# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "20" "-a" "/scratch/summit/parsa96@colostate.edu/SC_Genome/sacCer3.ensGene.gtf" "-o" "../outputs/_output/03_feature/counts.txt" "../outputs/_output/02_hisat2/SC01.sam" "../outputs/_output/02_hisat2/SC02.sam" "../outputs/_output/02_hisat2/SC03.sam" "../outputs/_output/02_hisat2/SC04.sam" "../outputs/_output/02_hisat2/SC05.sam" "../outputs/_output/02_hisat2/SC06.sam" "../outputs/_output/02_hisat2/SC07.sam" "../outputs/_output/02_hisat2/SC08.sam" "../outputs/_output/02_hisat2/SC09.sam" "../outputs/_output/02_hisat2/SC010.sam" "../outputs/_output/02_hisat2/SC011.sam" "../outputs/_output/02_hisat2/SC012.sam" 
Geneid	Chr	Start	End	Strand	Length	../outputs/_output/02_hisat2/SC01.sam	../outputs/_output/02_hisat2/SC02.sam	../outputs/_output/02_hisat2/SC03.sam	../outputs/_output/02_hisat2/SC04.sam	../outputs/_output/02_hisat2/SC05.sam	../outputs/_output/02_hisat2/SC06.sam	../outputs/_output/02_hisat2/SC07.sam	../outputs/_output/02_hisat2/SC08.sam	../outputs/_output/02_hisat2/SC09.sam	../outputs/_output/02_hisat2/SC010.sam	../outputs/_output/02_hisat2/SC011.sam	../outputs/_output/02_hisat2/SC012.sam
YLR410W-B	chrXII	941483	946796	+	5314	105	185	119	130	32	35	110	108	75	57	130	124
YLR410W-A	chrXII	941483	942799	+	1317	0	0	0	0	0	0	0	0	0	0	0	0
YLR411W	chrXII	947253	947978	+	726	143	153	121	122	84	85	173	126	150	117	124	185
YLR412W	chrXII	948368	949192	+	825	347	423	374	442	474	371	639	435	504	459	509	731
YLR412C-A	chrXII	950267	950473	-	207	6	8	7	10	6	2	2	0	4	6	5	4
YLR413W	chrXII	951156	953183	+	2028	546	623	1205	1174	1057	1067	1722	1364	862	720	1321	1946
YLR414C	chrXII	953353	954144	-	792	1930	2269	3591	3180	2325	1870	5171	3796	3246	2720	4033	5810
YLR415C	chrXII	954259	954597	-	339	54	38	20	16	48	36	20	22	35	51	13	27
YLR416C	chrXII	954491	954889	-	399	43	37	12	10	14	16	11	9	14	9	15	18
YLR417W	chrXII	955010	956710	+	1701	772	845	349	365	586	550	422	440	634	545	431	520
YLR418C	chrXII	956914	958095	-	1182	858	967	826	819	926	867	1120	994	1194	1058	1041	1292
YLR419W	chrXII	958428	962735	+	4308	776	842	1333	1394	908	800	1980	1484	1314	1136	1637	2077
tL(UAA)L	chrXII	962972	963055	-	84	2	0	3	2	1	0	1	1	3	2	4	5
YLR420W	chrXII	963785	964879	+	1095	1476	1613	4256	3955	1435	1333	5257	4168	1765	1469	4570	6049
YLR421C	chrXII	965090	965560	-	471	1785	1860	1999	1881	1301	1129	2555	2060	1415	1314	2312	3007
YLR422W	chrXII	965897	971695	+	5799	1117	1134	1185	1181	912	690	1644	1297	1206	926	1334	1694
YLR423C	chrXII	971917	973170	-	1254	253	281	272	254	190	159	367	288	266	247	301	386
YLR424W	chrXII	973395	975521	+	2127	220	265	347	352	222	220	511	433	315	278	435	594
tN(GUU)L	chrXII	975983	976056	-	74	0	1	0	0	0	0	0	0	0	0	0	0
YLR425W	chrXII	982894	986817	+	3924	580	597	494	528	400	355	699	583	494	442	697	895
YLR426W	chrXII;chrXII	987062;987213	987141;988113	+;+	981	511	496	220	191	360	278	334	259	341	327	263	354
YLR427W	chrXII	988428	990440	+	2013	1155	1251	1336	1264	1009	868	1628	1375	1262	1102	1473	1955
YLR428C	chrXII	990617	990961	-	345	2	5	6	6	0	0	9	3	1	2	3	2
YLR429W	chrXII	990777	992732	+	1956	4868	5369	4006	3957	4082	3814	5192	4274	4745	3924	4507	6069
YLR430W	chrXII	993434	1000129	+	6696	4374	4778	2178	2080	4064	3493	2545	2120	5407	4648	2371	2796
YLR431C	chrXII	1000342	1001703	-	1362	486	481	467	473	429	328	713	572	493	443	601	862
YLR432W	chrXII	1002557	1004128	+	1572	4505	4939	1942	1832	3610	2890	2608	2023	5516	4532	2033	2894
YLR433C	chrXII	1004347	1006008	-	1662	706	755	1177	1108	641	656	1563	1182	777	699	1216	1756
YLR434C	chrXII	1006025	1006408	-	384	1	4	3	3	1	2	4	4	1	2	5	6
YLR435W	chrXII	1006378	1006995	+	618	459	484	920	888	700	562	1256	958	1228	1039	979	1329
YLR436C	chrXII	1007421	1011245	-	3825	1419	1388	985	850	1033	863	1420	1128	1229	1069	1048	1477
YLR437C	chrXII	1011622	1012023	-	402	395	476	357	364	261	276	450	331	391	290	388	455
YLR437C-A	chrXII	1012459	1012686	-	228	6	17	2	2	1	9	1	2	3	8	2	2
YLR438W	chrXII	1012501	1013775	+	1275	422	499	128	125	324	279	167	169	406	333	156	214
YLR438C-A	chrXII	1013909	1014178	-	270	1565	1775	1964	1848	1501	1206	2017	1757	2579	1779	1787	2282
YLR439W	chrXII	1014491	1015450	+	960	1113	1139	1335	1298	1366	1412	1808	1504	2098	1711	1660	2226
YLR440C	chrXII	1015568	1017697	-	2130	763	718	372	381	699	611	530	431	804	814	433	605
YLR441C	chrXII	1018141	1018908	-	768	6715	7580	7128	6880	9407	8189	8299	6927	18236	14424	6566	8989
YLR442C	chrXII	1019315	1022251	-	2937	1219	1418	1144	1057	997	836	1492	1158	1224	1113	1272	1601
YLR443W	chrXII	1022625	1023971	+	1347	855	976	701	660	629	568	1015	852	731	638	812	1107
YLR444C	chrXII	1023686	1023988	-	303	0	0	0	0	0	0	0	0	0	0	0	0
YLR445W	chrXII;chrXII	1024189;1024655	1024572;1024837	+;+	567	17	12	7	4	9	5	4	5	9	6	3	8
YLR446W	chrXII	1025214	1026515	+	1302	304	327	200	189	243	231	218	160	253	230	210	243
YLR447C	chrXII	1026856	1027893	-	1038	3443	3665	2514	2584	3716	3188	3507	2856	3679	3515	2601	3708
YLR448W	chrXII;chrXII	1028854;1029253	1028868;1029768	+;+	531	2585	2714	2126	2184	4124	3366	2749	2409	6614	5930	2392	3110
YLR449W	chrXII	1030834	1032012	+	1179	3577	3963	6320	6338	6265	5594	7416	6398	7869	7273	6819	8938
YLR450W	chrXII	1032627	1035764	+	3138	1288	1305	458	482	894	763	583	505	1009	843	492	718
YLR451W	chrXII	1036093	1038753	+	2661	1094	1178	450	461	1267	1160	623	492	1306	1298	506	714
YLR452C	chrXII	1039270	1041366	-	2097	751	716	1008	1052	451	464	1540	1132	463	362	1031	1576
YLR453C	chrXII	1041799	1042986	-	1188	96	87	70	83	92	75	114	100	77	93	85	124
YLR454W	chrXII	1043998	1051884	+	7887	1625	1740	2147	2046	1326	1077	2672	2167	1680	1287	2167	2736
tI(AAU)L2	chrXII	1052071	1052144	-	74	0	1	1	0	1	1	0	0	0	0	0	0
YLR455W	chrXII	1053629	1054543	+	915	502	530	443	425	420	357	643	522	618	584	534	723
YLR456W	chrXII	1055070	1055684	+	615	64	63	77	65	70	53	109	72	72	56	85	105
YLR457C	chrXII	1055812	1056771	-	960	191	210	183	231	156	125	343	260	156	146	285	395
YLR458W	chrXII	1056455	1056835	+	381	6	7	3	0	4	2	2	3	2	3	4	3
YLR459W	chrXII	1057334	1058518	+	1185	363	418	407	389	389	328	591	489	474	398	486	636
YLR460C	chrXII	1059757	1060887	-	1131	242	258	1028	1050	139	171	1371	1072	136	113	1117	1586
YLR461W	chrXII	1062919	1063281	+	363	7	9	23	22	6	4	40	34	4	9	37	52
YLR462W	chrXII	1065956	1066564	+	609	42	43	8	7	19	11	13	17	13	11	15	21
YLR463C	chrXII	1066265	1066816	-	552	3	3	0	3	0	1	1	2	1	2	0	0
YLR464W	chrXII;chrXII	1066572;1067364	1067084;1067501	+;+	651	6	17	0	1	6	8	0	0	3	3	3	3
YLR465C	chrXII	1067045	1067353	-	309	0	2	0	0	1	1	0	2	1	0	0	0
YLR466W	chrXII	1067087	1071235	+	4149	1576	2078	245	141	694	682	370	216	1018	675	242	373
YLR466C-A	chrXII	1070387	1070869	-	483	0	0	0	0	0	0	0	0	0	0	0	0
YLR466C-B	chrXII	1071594	1071710	-	117	7	11	0	0	4	4	2	2	1	2	1	1
YLR467W	chrXII	1072508	1077898	+	5391	1844	2039	221	192	768	740	362	322	1131	620	248	306
YLR467C-A	chrXII	1077050	1077532	-	483	0	0	0	0	0	0	0	0	0	0	0	0
YPL283C	chrXVI;chrXVI	280;5989	5840;6007	-;-	5580	161	34	2	5	5	3	3	2	8	9	2	7
YPL283W-B	chrXVI	643	1125	+	483	0	0	0	0	0	0	0	0	0	0	0	0
YPL283W-A	chrXVI	1426	2001	+	576	0	0	0	0	0	0	0	0	0	0	0	0
YPL282C	chrXVI	7933	8427	-	495	1	2	1	1	0	1	1	4	0	0	0	2
YPL281C	chrXVI	9557	10870	-	1314	24	9	1	2	4	8	6	0	6	2	3	5
YPL280W	chrXVI	11887	12600	+	714	84	101	7	12	36	34	22	12	42	46	16	23
YPL279C	chrXVI	13228	14355	-	1128	52	61	35	34	57	44	49	49	61	54	41	76
YPL278C	chrXVI	15053	15355	-	303	262	283	46	35	99	85	48	52	168	140	57	76
YPL277C	chrXVI	15405	16868	-	1464	1819	1935	272	277	802	573	374	313	992	993	337	454
YPL276W	chrXVI	17948	18385	+	438	71	60	28	38	33	22	27	21	41	34	23	37
YPL275W	chrXVI	18369	19079	+	711	69	84	28	22	44	24	44	29	56	52	28	45
YPL274W	chrXVI	22938	24701	+	1764	16121	15534	1386	1331	5472	4426	1832	1587	6755	6350	1546	2166
YPL273W	chrXVI	25087	26064	+	978	1016	1031	2189	2164	1738	1660	2943	2200	1669	1378	2248	2981
YPL272C	chrXVI	26611	28164	-	1554	180	223	153	140	192	118	222	174	149	148	173	271
YPL271W	chrXVI	30079	30267	+	189	2363	2577	1824	1753	2268	2200	2247	1713	3216	2914	1932	2542
YPL270W	chrXVI	30482	32803	+	2322	1563	1646	945	954	1433	1268	1313	1127	1377	1307	1103	1459
YPL269W	chrXVI	33013	34947	+	1935	168	161	221	219	156	133	338	238	155	169	285	392
YPL268W	chrXVI	35236	37845	+	2610	411	451	341	334	423	358	471	371	482	507	400	597
YPL267W	chrXVI	38169	38798	+	630	868	914	872	879	438	365	1086	836	493	478	924	1189
YPL266W	chrXVI	39121	40077	+	957	906	873	2090	1949	1361	1164	2486	1985	2126	1690	2119	2662
YPL265W	chrXVI	41043	42869	+	1827	5903	6256	872	752	2237	2335	1134	866	2362	2362	987	1327
YPL264C	chrXVI	43283	44344	-	1062	331	332	114	117	271	265	201	147	240	217	152	232
YPL263C	chrXVI	44551	46506	-	1956	2127	2448	4032	3874	3329	2770	4394	3966	4616	4090	4277	5117
YPL262W	chrXVI	47336	48802	+	1467	4974	5114	4005	3645	3914	3524	4840	4167	5679	4334	4332	5729
YPL261C	chrXVI	48996	49304	-	309	9	14	27	25	6	17	25	21	11	14	13	28
YPL260W	chrXVI	49303	50958	+	1656	2594	2828	3671	3620	2580	2056	5308	4082	2777	2646	4211	6314
YPL259C	chrXVI	51244	52671	-	1428	855	854	728	719	933	773	1151	879	1043	933	969	1422
YPL258C	chrXVI	53498	55153	-	1656	340	337	215	208	316	262	331	233	239	236	192	340
tW(CCA)P	chrXVI;chrXVI	56169;56239	56204;56274	-;-	72	8	15	3	2	9	9	5	3	11	7	3	2
YPL257W-A	chrXVI	56748	58070	+	1323	0	0	0	0	0	0	0	0	0	0	0	0
YPL257W-B	chrXVI	56748	62016	+	5269	10	12	15	14	7	4	8	52	13	8	19	20
YPL257W	chrXVI	63279	63860	+	582	70	89	32	45	47	38	49	38	42	47	38	59
YPL256C	chrXVI	64977	66614	-	1638	3002	3165	1131	1218	1748	1280	1737	1395	2278	1969	1418	1958
YPL255W	chrXVI	67725	68882	+	1158	524	519	484	485	408	301	620	543	494	433	537	751
YPL254W	chrXVI	69485	70951	+	1467	478	475	319	279	396	306	428	371	554	472	346	493
YPL253C	chrXVI	71063	73006	-	1944	247	244	156	148	232	214	227	174	272	321	165	264
YPL252C	chrXVI	73363	73881	-	519	253	327	265	237	487	512	391	284	395	346	308	419
YPL251W	chrXVI	73625	73927	+	303	0	0	0	0	0	0	0	0	1	0	0	1
YPL250C	chrXVI	74309	74719	-	411	1529	1861	736	695	1454	1477	1176	850	760	722	920	1283
YPL249C-A	chrXVI;chrXVI	75699;76224	75985;76239	-;-	303	121	123	74	89	112	127	74	60	117	144	46	83
YPL250W-A	chrXVI	75702	75989	+	288	1	1	1	0	1	2	0	0	0	2	0	2
YPL249C	chrXVI	76669	79353	-	2685	1542	1615	1137	1073	1372	1026	1410	1143	1297	1251	1318	1813
YPL248C	chrXVI	79711	82356	-	2646	393	449	241	269	252	250	316	292	290	250	298	398
YPL247C	chrXVI	82625	84196	-	1572	1759	1855	1572	1426	1718	1659	2074	1700	1608	1424	1924	2590
YPL246C	chrXVI	84509	85297	-	789	2451	2667	1605	1581	2613	2217	2231	1807	2755	2448	1876	2580
YPL245W	chrXVI	85586	86950	+	1365	934	1043	1199	1092	1042	948	1569	1304	1241	1061	1251	1662
YPL244C	chrXVI	87014	88033	-	1020	719	746	647	610	709	692	887	739	771	777	739	1043
YPL243W	chrXVI	88517	90316	+	1800	1922	1916	2042	2036	1860	1570	2746	2186	2296	1990	2168	3020
YPL242C	chrXVI	90622	95109	-	4488	1161	1187	1255	1216	1626	1496	1700	1332	2473	2195	1413	1859
YPL241C	chrXVI;chrXVI	95372;96234	96153;96258	-;-	807	178	218	80	99	146	160	142	117	140	164	110	147
YPL240C	chrXVI	96496	98625	-	2130	8396	8799	48030	47233	8157	7276	49802	45483	9509	7450	47381	60035
YPL239W	chrXVI	99484	100086	+	603	1191	1334	1893	1822	1701	1428	2440	1885	1950	1686	2071	2715
YPL238C	chrXVI	100474	100863	-	390	20	24	9	8	19	11	14	5	7	12	15	25
YPL237W	chrXVI	100496	101353	+	858	1954	2109	1970	2019	2143	1752	2570	2172	3028	2518	2300	2770
YPL236C	chrXVI	101608	102702	-	1095	285	285	219	242	216	184	374	268	225	205	297	426
YPL235W	chrXVI	103232	104647	+	1416	2250	2453	2309	2300	2450	2243	3148	2544	2905	2664	2627	3662
YPL234C	chrXVI	104946	105440	-	495	4059	4580	3141	2904	3785	3674	3998	3411	4486	3791	3359	4574
YPL233W	chrXVI	106172	106822	+	651	765	951	317	271	785	717	451	384	973	778	399	498
YPL232W	chrXVI	107275	108147	+	873	5734	6076	5088	4877	4925	4846	5656	4652	6504	5002	5309	6433
YPL231W	chrXVI	108652	114315	+	5664	37109	39324	14928	14328	56026	42778	15283	13967	68844	51052	14255	17630
YPL230W	chrXVI	115312	116487	+	1176	578	591	367	338	491	510	494	381	491	432	508	687
YPL229W	chrXVI	117067	117687	+	621	507	628	364	339	519	515	525	360	555	467	397	591
YPL228W	chrXVI	118382	120031	+	1650	543	537	640	657	523	413	990	746	479	524	759	1155
YPL227C	chrXVI	120163	121167	-	1005	679	709	474	496	600	448	758	556	834	777	591	811
YPL226W	chrXVI	121767	125357	+	3591	4164	4343	3112	3057	5269	4130	4063	3276	7645	6297	3094	4423
YPL225W	chrXVI	126006	126446	+	441	1567	1649	1773	1731	1772	1644	2215	1805	1975	1744	1884	2405
YPL224C	chrXVI	126634	128088	-	1455	690	712	663	635	491	461	826	698	575	426	725	1060
YPL223C	chrXVI	128632	129138	-	507	2964	2863	177	169	365	313	187	179	458	316	150	227
YPL222W	chrXVI	130162	132228	+	2067	1908	2057	435	389	1053	902	574	507	1066	928	506	737
YPL222C-A	chrXVI	131870	132115	-	246	0	0	0	0	0	0	0	0	0	0	0	0
YPL221W	chrXVI	133043	135424	+	2382	6778	7328	1735	1544	6434	4976	2368	1964	8890	7412	1850	2563
YPL220W	chrXVI	135790	136443	+	654	2591	3033	4608	4933	3400	3268	5131	4244	6972	5413	3906	5350
YPL219W	chrXVI	136750	138228	+	1479	736	747	268	228	634	588	351	330	621	557	310	499
YPL218W	chrXVI;chrXVI	138698;138865	138725;139409	+;+	573	1943	2043	1623	1602	1459	1366	2079	1585	2058	1647	1693	2440
YPL217C	chrXVI	139620	143171	-	3552	3965	4355	5446	5238	5960	4812	5954	5409	10412	8255	5603	7041
YPL216W	chrXVI	143821	147129	+	3309	416	428	266	279	258	242	372	353	327	329	301	406
YPL215W	chrXVI	147416	148423	+	1008	576	536	756	826	651	590	1114	862	829	874	857	1335
YPL214C	chrXVI	148569	150191	-	1623	836	861	650	687	583	486	892	732	637	533	732	952
YPL213W	chrXVI	150614	151330	+	717	562	637	624	547	422	384	763	628	547	476	628	871
YPL212C	chrXVI	151515	153149	-	1635	2353	2556	2713	2754	3420	3061	3424	2715	3805	3637	2907	3789
YPL211W	chrXVI	153495	154040	+	546	377	398	968	967	669	540	1473	1044	1098	912	1066	1506
YPL210C	chrXVI	154290	156212	-	1923	1523	1545	1840	1977	1934	1613	2679	2066	2595	2169	2129	2921
YPL209C	chrXVI	156490	157593	-	1104	193	232	170	178	151	124	202	161	200	150	174	240
YPL208W	chrXVI	157842	159593	+	1752	613	611	501	575	377	344	776	642	462	428	597	793
YPL207W	chrXVI	159909	162341	+	2433	3480	3916	2747	2637	3808	3504	3445	2736	5161	4518	2986	3783
YPL206C	chrXVI	162632	163597	-	966	1780	1989	2185	2165	1676	1549	2871	2350	1569	1528	2445	3406
YPL205C	chrXVI	163922	164266	-	345	402	474	185	170	326	253	237	253	263	382	238	282
YPL204W	chrXVI	164276	165760	+	1485	5052	5463	2851	2779	3970	3454	3170	2748	5405	4217	2771	3644
YPL203W	chrXVI	166256	167398	+	1143	1395	1408	1216	1176	942	861	1525	1285	1327	1100	1362	1883
YPL202C	chrXVI	168088	169338	-	1251	875	874	654	722	649	532	954	720	724	677	800	1070
YPL201C	chrXVI	169770	171155	-	1386	125	108	25	32	92	58	35	33	91	65	25	52
YPL200W	chrXVI	171484	171954	+	471	25	20	3	2	22	22	9	5	14	20	6	9
YPL199C	chrXVI	172033	172755	-	723	725	756	637	606	946	803	857	627	973	929	643	902
YPL198W	chrXVI;chrXVI;chrXVI	173152;173572;174073	173162;173665;174702	+;+;+	735	688	907	194	182	2401	2323	242	197	3869	3488	209	253
snR59	chrXVI	173827	173904	+	78	15	12	0	6	13	12	5	4	13	14	4	7
YPL197C	chrXVI	174343	174756	-	414	0	1	1	1	4	4	1	3	2	4	0	1
YPL196W	chrXVI	175043	175864	+	822	647	729	909	801	461	427	1099	916	451	429	953	1323
YPL195W	chrXVI	176223	179021	+	2799	2474	2714	1997	2092	1789	1509	2043	1812	2170	1990	1934	2305
YPL194W	chrXVI	179277	181115	+	1839	448	507	258	287	427	374	461	305	412	418	341	448
YPL193W	chrXVI	181403	182548	+	1146	459	512	507	449	468	449	713	553	666	602	588	757
YPL192C	chrXVI	182655	183056	-	402	55	51	59	62	47	51	70	61	64	64	62	101
YPL191C	chrXVI	183597	184679	-	1083	196	198	75	57	162	177	114	77	188	208	81	115
YPL190C	chrXVI	185317	187725	-	2409	3844	4232	4592	4444	3198	2914	4958	4836	4102	3636	5086	6238
YPL189C-A	chrXVI	188307	188513	-	207	220	231	524	490	317	260	787	605	335	291	609	817
YPL189W	chrXVI	189154	190983	+	1830	191	187	141	134	128	131	214	158	114	124	162	217
YPL188W	chrXVI	191406	192650	+	1245	1217	1215	657	612	791	714	922	750	945	829	695	1016
YPL187W	chrXVI	193648	194145	+	498	10055	10978	7461	7628	8908	9380	10179	7765	16010	12881	7857	11154
YPL186C	chrXVI	194512	195426	-	915	286	275	185	178	217	197	261	222	254	246	260	414
YPL185W	chrXVI	195253	195648	+	396	25	33	14	6	23	10	4	6	14	9	6	6
YPL184C	chrXVI	195950	197788	-	1839	1007	1085	979	918	1041	816	1439	1031	1224	1074	1103	1476
YPL183W-A	chrXVI	199095	199376	+	282	184	219	279	301	193	211	372	287	411	297	282	393
YPL183C	chrXVI	199495	202536	-	3042	807	771	674	657	1181	913	865	719	1672	1516	666	958
YPL182C	chrXVI	203306	203689	-	384	54	67	27	31	61	35	40	33	44	54	32	33
YPL181W	chrXVI	203421	204941	+	1521	1886	2185	2229	2196	1711	1553	2776	2262	2574	2201	2653	3578
YPL180W	chrXVI	205248	207647	+	2400	931	1018	922	860	873	795	1209	952	935	965	1002	1339
YPL179W	chrXVI	208157	209806	+	1650	2716	2853	1038	1052	3097	2552	1608	1198	3366	3156	1356	1908
tE(UUC)P	chrXVI	210192	210263	-	72	8	17	0	0	7	4	1	1	6	2	0	0
YPL178W	chrXVI	212158	212784	+	627	1173	1348	1313	1249	1128	1049	1660	1251	1614	1163	1349	1753
YPL177C	chrXVI	213042	213962	-	921	1348	1591	753	673	899	953	993	791	884	779	833	1152
YPL176C	chrXVI	216012	218363	-	2352	1669	1659	1086	1149	1099	1103	1549	1261	1269	977	1373	1715
YPL175W	chrXVI;chrXVI	218630;218747	218646;220088	+;+	1359	527	596	574	569	644	570	809	660	799	697	665	886
YPL174C	chrXVI	220167	222773	-	2607	272	294	265	276	217	184	427	325	279	247	337	447
YPL173W	chrXVI	223143	224036	+	894	892	964	1444	1483	827	803	1912	1496	1375	1216	1694	2156
YPL172C	chrXVI	224353	225741	-	1389	375	399	268	257	363	373	458	372	800	651	357	537
YPL171C	chrXVI	226169	227371	-	1203	841	923	378	368	359	395	495	428	343	265	413	579
YPL170W	chrXVI	228314	228772	+	459	1399	1658	3477	3300	1080	1180	4296	3406	1167	1017	3703	4677
YPL169C	chrXVI	229039	230838	-	1800	1382	1382	1884	1745	1334	1197	2693	2078	1780	1495	2134	2977
YPL168W	chrXVI	231217	232509	+	1293	350	364	270	249	250	209	468	348	288	307	307	490
YPL167C	chrXVI	232593	237107	-	4515	413	461	364	394	275	236	605	464	347	316	449	627
YPL166W	chrXVI	237338	237979	+	642	163	196	109	95	89	65	158	102	73	78	122	179
YPL165C	chrXVI	237956	239077	-	1122	218	273	139	143	137	107	269	196	126	131	198	292
YPL164C	chrXVI	239350	241497	-	2148	713	691	398	381	467	381	563	439	464	453	430	653
YPL163C	chrXVI	241918	242700	-	783	8057	8609	2725	2694	3823	2535	4207	2829	4118	3352	3056	4635
YPL162C	chrXVI	243206	244027	-	822	406	515	264	260	388	336	351	279	400	379	301	400
YPL161C	chrXVI	244319	246220	-	1902	360	404	352	384	398	336	503	389	441	415	365	532
YPL160W	chrXVI	246990	250262	+	3273	7437	8152	6117	6188	8356	6993	6432	5666	11889	9555	5896	7560
YPL159C	chrXVI	250907	251668	-	762	1452	1564	987	1052	1217	1104	1482	1099	1432	1275	1301	1771
YPL158C	chrXVI	252034	254310	-	2277	857	927	1305	1374	1208	1250	1477	1248	2103	2059	1372	1668
YPL157W	chrXVI	254814	255761	+	948	479	525	404	419	691	643	569	518	877	882	472	619
YPL156C	chrXVI	255913	256767	-	855	232	263	371	380	236	178	493	434	253	240	473	664
YPL155C	chrXVI	257216	259336	-	2121	1041	1079	502	466	1076	1075	675	601	1514	1324	600	791
YPL154C	chrXVI	259714	260931	-	1218	12057	12278	9863	9125	5386	4666	12340	9653	7441	5256	10100	14111
YPL153C	chrXVI	261727	264192	-	2466	681	711	857	856	360	288	1113	931	463	442	911	1195
YPL152W-A	chrXVI	264602	264700	+	99	9	16	6	5	6	2	5	4	5	7	4	11
YPL152W	chrXVI	265028	266104	+	1077	451	432	583	582	326	295	789	582	322	290	662	884
YPL151C	chrXVI	266180	267535	-	1356	857	878	1057	1040	913	786	1400	1266	927	904	1268	1612
YPL150W	chrXVI	268188	270893	+	2706	870	884	951	940	639	525	1324	1082	765	727	1168	1639
YPL149W	chrXVI	271310	272194	+	885	395	474	356	315	372	295	516	381	487	452	467	661
YPL148C	chrXVI	272294	272815	-	522	112	109	29	33	98	81	61	35	79	82	41	53
YPL147W	chrXVI	273255	275867	+	2613	311	346	274	259	229	173	375	260	186	193	308	378
YPL146C	chrXVI	276162	277529	-	1368	1499	1676	1567	1739	2641	2453	2340	1946	3219	3154	1873	2541
YPL145C	chrXVI	278395	279699	-	1305	2859	3023	2153	2207	2639	2323	3000	2469	3468	2998	2481	3348
YPL144W	chrXVI	280480	280926	+	447	196	193	60	59	207	143	94	66	218	172	91	104
snR17b	chrXVI;chrXVI	281056;281504	281373;281517	-;-	332	74	112	183	184	104	250	118	163	98	77	194	99
YPL143W	chrXVI;chrXVI	282122;282666	282140;282970	+;+	324	26	39	11	8	31	31	14	10	29	39	10	12
YPL142C	chrXVI	282686	283003	-	318	4	6	4	5	9	0	5	6	13	17	13	9
YPL141C	chrXVI	283464	286061	-	2598	831	853	1124	1009	997	839	1605	1325	1713	1499	1342	1928
YPL140C	chrXVI	287514	289034	-	1521	567	641	343	317	451	457	404	345	615	573	403	548
YPL139C	chrXVI	289669	291051	-	1383	500	520	362	361	419	417	492	377	533	476	407	545
YPL138C	chrXVI	291366	292427	-	1062	513	595	292	295	488	424	425	313	522	493	344	500
YPL137C	chrXVI	292817	296647	-	3831	1542	1425	1065	968	971	709	1294	1122	1438	1037	1057	1463
YPL136W	chrXVI	296286	296654	+	369	3	3	6	5	2	0	9	5	4	4	4	3
YPL135W	chrXVI	297553	298050	+	498	2042	2243	1040	1031	1640	1493	1523	1160	1862	1818	1245	1850
YPL135C-A	chrXVI	297678	297851	-	174	0	0	0	0	0	0	0	0	0	0	0	0
YPL134C	chrXVI	298571	299503	-	933	1231	1301	724	662	774	695	912	744	936	861	802	1024
YPL133C	chrXVI	299888	301228	-	1341	455	493	229	206	415	358	253	202	377	380	227	292
YPL132W	chrXVI	301716	302618	+	903	290	291	326	365	284	255	559	418	395	377	392	599
YPL131W	chrXVI	303121	304014	+	894	14500	16396	11289	11272	19896	18207	11234	9494	38224	26285	10258	13053
YPL130W	chrXVI	304387	305058	+	672	19	33	4	4	35	24	4	2	43	48	0	3
YPL129W	chrXVI;chrXVI	305298;305412	305306;306137	+;+	735	1155	1232	844	811	1074	963	1102	887	1421	1157	923	1263
YPL128C	chrXVI	306533	308221	-	1689	899	995	447	459	829	677	623	550	1021	888	515	697
YPL127C	chrXVI	308828	309604	-	777	5423	5947	2493	2348	2531	2375	3166	2642	3484	3255	2807	3737
YPL126W	chrXVI	310210	312900	+	2691	1594	1602	2404	2336	2411	1879	3249	2538	3336	2963	2444	3431
YPL125W	chrXVI	313388	316486	+	3099	971	1044	285	296	883	741	411	307	1034	953	320	452
YPL124W	chrXVI	316755	317516	+	762	379	427	412	376	204	164	452	406	227	258	442	507
YPL123C	chrXVI	317641	318945	-	1305	790	701	722	656	414	374	928	742	424	423	756	1109
YPL122C	chrXVI	319226	320767	-	1542	457	445	460	423	395	355	645	528	504	450	505	706
YPL121C	chrXVI	320962	321630	-	669	11	8	5	5	8	4	14	8	6	5	6	8
YPL120W	chrXVI	322071	323744	+	1674	224	234	390	416	186	191	605	442	257	248	437	675
YPL119C-A	chrXVI	324024	324287	-	264	37	22	31	35	20	17	45	43	31	21	52	33
YPL119C	chrXVI	324411	326264	-	1854	375	409	379	366	243	248	452	384	277	234	425	543
YPL118W	chrXVI	326628	327662	+	1035	1131	1242	1539	1569	1121	1025	2143	1729	1707	1524	1738	2497
YPL117C	chrXVI	327864	328730	-	867	2332	2577	3810	4006	2727	2452	5082	4091	2947	2944	4458	5658
YPL116W	chrXVI	329606	331699	+	2094	1049	1086	417	457	702	662	639	529	1026	872	534	756
YPL115C	chrXVI	332100	335486	-	3387	758	777	741	716	565	440	973	815	778	640	810	1123
YPL114W	chrXVI	335948	336367	+	420	0	2	1	0	0	1	0	0	0	0	0	0
YPL113C	chrXVI	335953	337143	-	1191	93	88	60	60	71	59	111	86	49	50	90	112
YPL112C	chrXVI	337436	338620	-	1185	567	687	720	725	781	614	936	712	790	819	720	1020
tM(CAU)P	chrXVI	338848	338919	-	72	3	3	0	2	1	2	2	4	3	1	0	3
